66	74.2424	 -3.695934   -1.527175  2  2
67	73.1343	 -4.179625   -4.116664  2  1
68	73.5294	 -4.841816   -4.740858  2  2
69	73.9130	 -3.838149   -3.159752  2  2
70	74.2857	 -1.645399   -2.875812  1  1
71	74.6479	 -2.711927   -3.486324  1  1
72	75.0000	 -2.384741   -3.497782  1  1
73	75.3425	 -0.914952   -1.947622  1  1
74	75.6757	 -2.717945   -2.510978  2  2
75	76.0000	 -1.096645   -1.291297  1  1
76	76.3158	 -3.345884   -3.118094  2  2
77	75.3247	 -3.022343   -3.122261  1  2
78	74.3590	 -2.832016   -2.800949  2  1
79	74.6835	 -5.183931   -4.108320  2  2
80	75.0000	 -5.241338   -5.642922  1  1
81	75.3086	 -5.296829   -4.983676  2  2
82	75.6098	 -2.234708   -2.995723  1  1
83	74.6988	 -4.022910   -4.165660  1  2
84	75.0000	 -2.303047   -2.988410  1  1
85	75.2941	 -3.923541   -2.982049  2  2
86	74.4186	 -5.940266   -5.274683  2  1
87	74.7126	 -4.400531   -1.851871  2  2
88	75.0000	 -3.265597   -3.473672  1  1
89	75.2809	 -3.387359   -3.164110  2  2
90	74.4444	 -3.287202   -3.278878  2  1
91	73.6264	 -5.135151   -4.029825  2  1
92	73.9130	 -2.429796   -1.897837  2  2
93	74.1935	 -4.667095   -5.055300  1  1
94	74.4681	 -5.179441   -4.859590  2  2
95	74.7368	 -2.845304   -3.604717  1  1
96	75.0000	 -3.080900   -1.846991  2  2
97	75.2577	 -5.502709   -5.833247  1  1
98	75.5102	 -2.922245   -4.537119  1  1
99	75.7576	 -3.963532   -2.912848  2  2
100	75.0000	 -4.796057   -4.847246  1  2
101	75.2475	 -4.749240   -3.652999  2  2
102	75.4902	 -2.221258   -2.627642  1  1
103	75.7282	 -3.579329   -2.072972  2  2
104	75.9615	 -3.692619   -4.587242  1  1
105	76.1905	 -2.719246   -2.398357  2  2
106	76.4151	 -2.600679   -3.680875  1  1
107	76.6355	 -4.243585   -4.418716  1  1
108	76.8519	 -1.226033   -2.032440  1  1
109	77.0642	 -2.738501   -2.167464  2  2
110	77.2727	 -1.699915   -3.064111  1  1
111	77.4775	 -3.636501   -3.541251  2  2
112	76.7857	 -3.989154   -4.318437  1  2
113	76.9912	 -5.151706   -4.366589  2  2
114	77.1930	 -2.270600   -2.811904  1  1
115	77.3913	 -3.575673   -3.004273  2  2
116	76.7241	 -3.596722   -3.452799  2  1
117	76.9231	 -9.613300   -6.389600  2  2
118	77.1186	 -1.217020   -0.621449  2  2
119	77.3109	 -2.977973   -3.398959  1  1
120	77.5000	 -1.822338   -3.818310  1  1
121	76.8595	 -2.438651   -2.611837  1  2
122	77.0492	 -3.112660   -3.435707  1  1
123	76.4228	 -3.649824   -3.654462  1  2
124	76.6129	 -3.236265   -3.304111  1  1
125	76.8000	 -3.563092   -2.698494  2  2
126	76.1905	 -2.759153   -2.336592  2  1
127	76.3780	 -3.078137   -2.796641  2  2
128	76.5625	 -2.323141   -2.172604  2  2
129	75.9690	 -2.151166   -2.106863  2  1
130	75.3846	 -0.762381  -11.208258  1  2
131	75.5725	 -3.538460   -3.350373  2  2
132	75.0000	 -4.243917   -5.402414  1  2
133	75.1880	 -3.462549   -2.316490  2  2
134	75.3731	 -5.998968   -5.929049  2  2
135	74.8148	 -2.696383   -2.715814  1  2
136	75.0000	 -4.168119   -4.810398  1  1
137	75.1825	 -1.659672   -0.286791  2  2
138	75.3623	 -4.876009   -4.280212  2  2
139	74.8201	 -3.401800   -3.300776  2  1
140	75.0000	 -3.041032   -2.764213  2  2
141	75.1773	 -1.742091   -2.152237  1  1
142	75.3521	 -5.628100   -5.006200  2  2
143	75.5245	 -3.687981   -2.544768  2  2
144	75.6944	 -4.017519   -3.360944  2  2
145	75.8621	 -4.768910   -4.799721  1  1
146	76.0274	 -4.999632   -4.856972  2  2
147	75.5102	 -3.052818  -10.084284  1  2
148	75.6757	 -3.572614  -10.088743  1  1
149	75.8389	 -2.872874   -2.789397  2  2
150	76.0000	 -3.064657   -2.406595  2  2
151	76.1589	 -3.093460   -3.330757  1  1
152	76.3158	 -3.656110   -2.960267  2  2
153	75.8170	 -2.832332   -2.806994  2  1
154	75.9740	 -4.597328   -5.620253  1  1
155	76.1290	 -3.161699   -6.703982  1  1
156	75.6410	 -2.557593   -2.668440  1  2
157	75.1592	 -1.758298  -14.613041  1  2
158	74.6835	 -5.069394   -4.565052  2  1
159	74.8428	 -4.706994   -4.339289  2  2
160	74.3750	 -2.397400   -2.487375  1  2
161	73.9130	 -4.576004   -4.842753  1  2
162	74.0741	 -4.406829   -4.818520  1  1
163	74.2331	 -0.889213  -14.238684  1  1
164	73.7805	 -3.205247   -3.254570  1  2
165	73.3333	 -4.801957   -5.275940  1  2
166	73.4940	 -3.436646   -5.972084  1  1
167	73.6527	 -4.095143   -4.365395  1  1
168	73.8095	 -3.870245   -3.545279  2  2
169	73.9645	 -4.437037   -3.892901  2  2
170	74.1176	 -4.347215   -4.075761  2  2
171	73.6842	 -2.459281   -2.812689  1  2
172	73.8372	 -1.189460   -1.408583  1  1
173	73.4104	 -2.573335   -2.421131  2  1
174	73.5632	 -4.209499   -4.719549  1  1
175	73.7143	 -0.287415  -12.581882  1  1
176	73.8636	 -4.199285   -2.975930  2  2
177	73.4463	 -4.728426   -4.324773  2  1
178	73.0337	 -5.766534   -6.332755  1  2
179	73.1844	 -1.962504   -2.212014  1  1
180	73.3333	 -1.835544   -3.190367  1  1
181	73.4807	 -2.657918   -9.675401  1  1
182	73.6264	 -3.774215   -2.504964  2  2
183	73.7705	 -1.718533   -1.903240  1  1
184	73.9130	 -2.852846   -2.507121  2  2
185	74.0541	 -3.855682   -5.160140  1  1
186	74.1935	 -3.302218   -2.880001  2  2
187	73.7968	 -3.642590   -4.040027  1  2
188	73.4043	 -3.732315   -3.788678  1  2
189	73.5450	 -2.713042   -3.204736  1  1
190	73.6842	 -2.886628   -2.769921  2  2
191	73.2984	 -3.118564   -2.747118  2  1
192	72.9167	 -4.547735   -4.544926  2  1
193	72.5389	 -2.792880   -2.734128  2  1
194	72.1649	 -1.931332   -2.107318  1  2
195	72.3077	 -4.693776   -4.997217  1  1
196	72.4490	 -2.797570   -3.062908  1  1
197	72.5888	 -3.949347   -3.900069  2  2
198	72.2222	 -2.151872   -4.049971  1  2
199	72.3618	 -4.008708   -4.028721  1  1
200	72.5000	 -3.035748   -3.018056  2  2
201	72.6368	 -2.392901   -3.459762  1  1
202	72.2772	 -3.732160   -3.760015  1  2
203	72.4138	 -4.390877   -3.681445  2  2
204	72.5490	 -1.861625   -2.970153  1  1
205	72.6829	 -2.703966   -2.683708  2  2
206	72.3301	 -2.700277   -3.134912  1  2
207	72.4638	 -2.438410   -2.929307  1  1
208	72.1154	 -4.935633   -5.050495  1  2
209	72.2488	 -3.520711   -5.200093  1  1
210	71.9048	 -3.380839   -3.465612  1  2
211	72.0379	 -1.975932   -2.389756  1  1
212	71.6981	 -1.791612   -2.153646  1  2
213	71.8310	 -3.132110   -3.281046  1  1
214	71.9626	 -1.868889   -1.697690  2  2
215	72.0930	 -1.314234   -1.731606  1  1
216	72.2222	 -3.228693   -2.744687  2  2
217	72.3502	 -3.042866   -3.283716  1  1
218	72.4771	 -1.761580   -2.182903  1  1
219	72.6027	 -4.142995   -3.859628  2  2
220	72.7273	 -3.047596   -2.920728  2  2
221	72.8507	 -3.224224   -2.638075  2  2
222	72.9730	 -1.873372   -2.361577  1  1
223	73.0942	 -3.401930   -3.832064  1  1
224	73.2143	 -2.086365   -2.309894  1  1
225	73.3333	 -3.099125   -2.900975  2  2
226	73.4513	 -4.908099   -5.506460  1  1
227	73.5683	 -2.051191   -1.447257  2  2
228	73.2456	 -2.884534   -3.055837  1  2
229	73.3624	 -5.069429   -5.977236  1  1
230	73.4783	 -5.314442   -5.055675  2  2
231	73.5931	 -3.931082   -3.501152  2  2
232	73.2759	 -1.793235   -1.660496  2  1
233	73.3906	 -3.262452   -2.626959  2  2
234	73.5043	 -2.574974   -4.299341  1  1
235	73.1915	 -3.645462   -3.739402  1  2
236	73.3051	 -6.674936   -6.545878  2  2
237	73.4177	 -2.857421   -3.555099  1  1
238	73.1092	 -4.626374   -4.734040  1  2
239	73.2218	 -3.473004   -4.305918  1  1
240	73.3333	 -3.292848   -3.552992  1  1
241	73.4440	 -3.705358   -2.978670  2  2
242	73.5537	 -2.890721   -3.502782  1  1
243	73.6626	 -4.414688   -4.373786  2  2
244	73.7705	 -4.099691   -3.555941  2  2
245	73.8776	 -4.290809   -5.364213  1  1
246	73.9837	 -2.843980   -2.407211  2  2
247	74.0891	 -1.029076   -1.781241  1  1
248	73.7903	 -4.007011   -3.446813  2  1
249	73.4940	 -1.687523   -1.658955  2  1
250	73.6000	 -3.453250   -3.168468  2  2
251	73.7052	 -2.833907   -3.395029  1  1
252	73.8095	 -4.304880   -4.020331  2  2
253	73.9130	 -3.920907   -3.969418  1  1
254	73.6220	 -2.865863   -2.634276  2  1
255	73.7255	 -2.429536   -2.322979  2  2
256	73.8281	 -2.526538   -3.071035  1  1
257	73.5409	 -2.860698   -2.947690  1  2
258	73.6434	 -4.381710   -3.576569  2  2
259	73.7452	 -2.607342   -3.159212  1  1
260	73.4615	 -1.811957  -19.163050  1  2
261	73.1801	 -5.124569   -5.112343  2  1
262	72.9008	 -4.338138   -4.128973  2  1
263	73.0038	 -4.379152   -4.398098  1  1
264	72.7273	 -2.449983   -2.309345  2  1
265	72.8302	 -2.412334   -2.006137  2  2
266	72.9323	 -2.527629   -2.677254  1  1
267	72.6592	 -2.851862   -2.858753  1  2
268	72.7612	 -2.446035   -1.706924  2  2
269	72.8625	 -1.957893   -2.382682  1  1
270	72.9630	 -4.683022   -4.923790  1  1
271	73.0627	 -1.902711   -2.805271  1  1
272	73.1618	 -6.580124   -5.756258  2  2
273	73.2601	 -3.378765   -3.650043  1  1
274	73.3577	 -0.980280   -2.181744  1  1
275	73.0909	 -2.032894   -2.019998  2  1
276	73.1884	 -1.640925   -1.647896  1  1
277	73.2852	 -1.522168   -1.088847  2  2
278	73.0216	 -3.503960   -3.885801  1  2
279	73.1183	 -2.163086   -2.186929  1  1
280	73.2143	 -5.465570   -6.101664  1  1
281	73.3096	 -3.332843   -3.146111  2  2
282	73.4043	 -2.190647   -2.724433  1  1
283	73.1449	 -2.369923   -3.140158  1  2
284	73.2394	 -2.695551   -3.105412  1  1
285	73.3333	 -4.191293   -4.257464  1  1
286	73.4266	 -3.013361   -4.045529  1  1
287	73.5192	 -3.246237   -3.909664  1  1
288	73.6111	 -2.531778   -2.386768  2  2
289	73.7024	 -1.935056   -2.347796  1  1
290	73.7931	 -2.584386   -2.998125  1  1
291	73.8832	 -2.532426   -2.751460  1  1
292	73.9726	 -2.522260   -3.015218  1  1
293	74.0614	 -3.016190   -2.245148  2  2
294	74.1497	 -2.336364   -3.657719  1  1
295	74.2373	 -2.154681   -3.329327  1  1
296	74.3243	 -2.618903   -2.591204  2  2
297	74.0741	 -2.049880   -2.117800  1  2
298	73.8255	 -2.577809   -2.457252  2  1
299	73.5786	 -1.872618   -2.016001  1  2
300	73.6667	 -3.832983   -1.573581  2  2
301	73.7542	 -1.302641   -2.393747  1  1
302	73.5099	 -6.332465   -5.806246  2  1
303	73.5974	 -3.282601   -2.942671  2  2
304	73.6842	 -3.047515   -3.441955  1  1
305	73.7705	 -2.380521   -1.827144  2  2
306	73.8562	 -2.722985   -3.367578  1  1
307	73.9414	 -4.392814   -4.485632  1  1
308	73.7013	 -1.218852   -1.792676  1  2
309	73.7864	 -3.031443   -2.787943  2  2
310	73.8710	 -2.552107   -3.166628  1  1
311	73.9550	 -4.796673   -4.737001  2  2
312	74.0385	 -1.731720   -2.239569  1  1
313	74.1214	 -2.875759   -2.776984  2  2
314	74.2038	 -4.525249   -3.074311  2  2
315	74.2857	 -3.890629   -4.336693  1  1
316	74.0506	 -3.871367   -3.760624  2  1
317	74.1325	 -3.621320   -3.056454  2  2
318	73.8994	 -3.857674   -3.469160  2  1
319	73.9812	 -1.439786   -1.820161  1  1
320	74.0625	 -2.117015   -3.352812  1  1
321	74.1433	 -3.771405   -2.274189  2  2
322	74.2236	 -2.483390   -3.676754  1  1
323	73.9938	 -3.256952   -3.968489  1  2
324	74.0741	 -3.585374   -3.126866  2  2
325	74.1538	 -3.902382   -3.987076  1  1
326	74.2331	 -4.124321   -3.993649  2  2
327	74.0061	 -3.372545   -3.221202  2  1
328	73.7805	 -4.005497   -4.586047  1  2
329	73.8602	 -3.311309   -3.329070  1  1
330	73.6364	 -5.367194   -4.649311  2  1
331	73.4139	 -5.108560   -5.329808  1  2
332	73.4940	 -3.789126   -3.804815  1  1
333	73.2733	 -4.917742   -5.345981  1  2
334	73.0539	 -4.336219   -4.405540  1  2
335	73.1343	 -3.985612   -3.681609  2  2
336	73.2143	 -3.577389   -3.670328  1  1
337	73.2938	 -4.763606   -4.840356  1  1
338	73.0769	 -3.737587   -3.681479  2  1
339	73.1563	 -5.113020   -5.147247  1  1
340	73.2353	 -4.617045   -3.991516  2  2
341	73.0205	 -4.762271   -5.084758  1  2
342	73.0994	 -2.285248   -3.047768  1  1
343	73.1778	 -4.962942   -5.217680  1  1
344	72.9651	 -4.142524   -4.948596  1  2
345	73.0435	 -4.563494   -5.659376  1  1
346	73.1214	 -2.438004   -8.939186  1  1
347	73.1988	 -3.556380   -2.941731  2  2
348	73.2759	 -4.334512   -3.750364  2  2
349	73.3524	 -2.269111   -3.093936  1  1
350	73.4286	 -2.879222   -2.939517  1  1
351	73.5043	 -3.473903   -3.458336  2  2
352	73.2955	 -3.095826   -2.696824  2  1
353	73.0878	 -2.937812   -4.392351  1  2
354	73.1638	 -3.033498   -2.684567  2  2
355	73.2394	 -4.575393   -6.203979  1  1
356	73.3146	 -2.747780   -3.435690  1  1
357	73.3894	 -1.893260   -2.759410  1  1
358	73.4637	 -3.122779   -2.846444  2  2
359	73.5376	 -2.966349   -3.694386  1  1
360	73.6111	 -1.523834   -1.743465  1  1
361	73.4072	 -2.720031   -2.953458  1  2
362	73.4807	 -2.126751   -2.591960  1  1
363	73.2782	 -5.106789   -5.299233  1  2
364	73.3516	 -4.238020   -5.153993  1  1
365	73.1507	 -4.066724   -4.518171  1  2
366	73.2240	 -5.864492   -5.749523  2  2
367	73.2970	 -3.370744   -3.259200  2  2
368	73.0978	 -2.858853   -3.254470  1  2
369	73.1707	 -5.363810   -6.846858  1  1
370	73.2432	 -4.119177   -3.723843  2  2
371	73.3154	 -0.243218   -9.249276  1  1
372	73.3871	 -2.445314   -2.921517  1  1
373	73.4584	 -3.864590   -3.172936  2  2
374	73.5294	 -2.550730   -4.149003  1  1
375	73.6000	 -1.762201   -1.542753  2  2
376	73.6702	 -2.382387   -2.857722  1  1
377	73.4748	 -2.139956   -2.248018  1  2
378	73.5450	 -2.433875   -2.473563  1  1
379	73.6148	 -3.329625   -3.921066  1  1
380	73.6842	 -1.651510   -2.917790  1  1
381	73.4908	 -3.501728   -3.944096  1  2
382	73.5602	 -4.631817   -3.440939  2  2
383	73.6292	 -3.646262   -3.606174  2  2
384	73.6979	 -0.143781  -14.076983  1  1
385	73.5065	 -3.947113   -3.541205  2  1
386	73.5751	 -1.609487   -1.666394  1  1
387	73.3850	 -1.860921   -1.930527  1  2
388	73.1959	 -2.283659   -2.728978  1  2
389	73.2648	 -0.568763   -2.049394  1  1
390	73.3333	 -3.456759   -3.757248  1  1
391	73.1458	 -2.443092   -2.787655  1  2
392	73.2143	 -2.872348   -3.026840  1  1
393	73.2824	 -2.216780   -3.156566  1  1
394	73.3503	 -4.871255   -2.321281  2  2
395	73.4177	 -0.711953   -1.865509  1  1
396	73.4848	 -4.360548   -3.896608  2  2
397	73.5516	 -1.874519   -2.711459  1  1
398	73.3668	 -2.716267   -2.592651  2  1
399	73.4336	 -2.472808   -2.340634  2  2
400	73.2500	 -2.416873   -2.503646  1  2
401	73.3167	 -5.483187   -4.558875  2  2
402	73.3831	 -4.306063   -3.793713  2  2
403	73.2010	 -3.548641   -3.429640  2  1
404	73.2673	 -2.534967   -2.449687  2  2
405	73.3333	 -4.429597   -4.778014  1  1
406	73.3990	 -1.616658   -3.597802  1  1
407	73.4644	 -5.565118   -5.446944  2  2
408	73.5294	 -3.390133   -2.965826  2  2
409	73.5941	 -4.513108   -2.964355  2  2
410	73.6585	 -4.024841   -3.664333  2  2
411	73.7226	 -3.671171   -3.877759  1  1
412	73.7864	 -1.999888   -2.308468  1  1
413	73.8499	 -5.321058   -4.522945  2  2
414	73.9130	 -3.086288   -3.453606  1  1
415	73.7349	 -5.492436   -6.702144  1  2
416	73.7981	 -3.035801   -2.274513  2  2
417	73.8609	 -3.578505   -4.313457  1  1
418	73.9234	 -2.553630   -3.880095  1  1
419	73.9857	 -2.757353   -3.108892  1  1
420	74.0476	 -3.744147   -3.402772  2  2
421	73.8717	 -4.069978   -4.500979  1  2
422	73.6967	 -5.656314   -6.054929  1  2
423	73.7589	 -1.951064   -2.459064  1  1
424	73.8208	 -2.179919   -2.391834  1  1
425	73.8824	 -5.449986   -5.547363  1  1
426	73.9437	 -2.260440   -2.584339  1  1
427	74.0047	 -3.985297   -3.581743  2  2
428	73.8318	 -3.114697   -2.543718  2  1
429	73.8928	 -4.108873   -4.067074  2  2
430	73.9535	 -1.025712   -0.480428  2  2
431	74.0139	 -1.959518   -2.409683  1  1
432	74.0741	 -3.267921   -2.537688  2  2
433	73.9030	 -4.434162   -5.354141  1  2
434	73.7327	 -2.716459   -2.763796  1  2
435	73.7931	 -3.452057   -4.178679  1  1
436	73.8532	 -3.057714   -2.964864  2  2
437	73.9130	 -1.726819   -2.098740  1  1
438	73.9726	 -2.757707   -2.306332  2  2
439	73.8041	 -3.440650   -3.846732  1  2
440	73.8636	 -1.325913   -1.843473  1  1
441	73.9229	 -4.273814   -3.895833  2  2
442	73.9819	 -3.343942   -3.496396  1  1
443	73.8149	 -3.381041   -3.872799  1  2
444	73.8739	 -5.205157   -4.607603  2  2
445	73.7079	 -3.180591   -2.870207  2  1
446	73.7668	 -3.520080   -3.448517  2  2
447	73.8255	 -2.550601   -2.919317  1  1
448	73.8839	 -6.672106   -6.333879  2  2
449	73.9421	 -1.049105   -4.978978  1  1
450	73.7778	 -1.639529   -4.219462  1  2
451	73.6142	 -3.940992   -4.095965  1  2
452	73.6726	 -3.778350   -1.549443  2  2
453	73.7307	 -1.514894   -1.991780  1  1
454	73.5683	 -3.924781   -3.671564  2  1
455	73.6264	 -7.244781   -6.573009  2  2
456	73.6842	 -3.450883   -3.072554  2  2
457	73.5230	 -2.776234   -2.228369  2  1
458	73.5808	 -3.371654   -3.067543  2  2
459	73.6383	 -2.933474   -3.423590  1  1
460	73.6957	 -3.634614   -4.581954  1  1
461	73.5358	 -0.782242  -10.375320  1  2
462	73.5931	 -1.187561  -11.986635  1  1
463	73.6501	 -5.378325   -5.068011  2  2
464	73.7069	 -3.735884   -3.436160  2  2
465	73.7634	 -3.375851   -3.068390  2  2
466	73.8197	 -3.893224   -3.820389  2  2
467	73.8758	 -2.552629   -3.040244  1  1
468	73.9316	 -4.627646   -3.978512  2  2
469	73.7740	 -2.709639   -2.844672  1  2
470	73.6170	 -6.056929   -6.805118  1  2
471	73.6730	 -2.270882   -1.805166  2  2
472	73.7288	 -1.793929   -2.274448  1  1
473	73.5729	 -1.152244   -1.454595  1  2
474	73.6287	 -0.876105   -2.324782  1  1
475	73.6842	 -4.846520   -5.141910  1  1
476	73.7395	 -4.553353   -4.206003  2  2
477	73.7945	 -1.366407   -2.078662  1  1
478	73.8494	 -2.113823   -2.395736  1  1
479	73.9040	 -0.035696  -13.693209  1  1
480	73.9583	 -6.075456   -4.495441  2  2
481	74.0125	 -3.862098   -3.688154  2  2
482	74.0664	 -7.713885   -6.760159  2  2
483	73.9130	 -1.598939   -1.377081  2  1
484	73.9669	 -3.689354   -1.074231  2  2
485	74.0206	 -1.090251  -16.506887  1  1
486	73.8683	 -0.333634  -16.392452  1  2
487	73.9220	 -3.334492   -3.604021  1  1
488	73.7705	 -4.152164   -4.362457  1  2
489	73.8241	 -3.841568   -4.356093  1  1
490	73.6735	 -2.525015   -2.650511  1  2
491	73.7271	 -1.787540   -3.185085  1  1
492	73.7805	 -1.591271   -3.490317  1  1
493	73.8337	 -4.791696   -4.734934  2  2
494	73.8866	 -4.917325   -4.384603  2  2
495	73.9394	 -2.841744   -3.456888  1  1
496	73.9919	 -1.901541   -1.080932  2  2
497	73.8431	 -4.276427   -4.932563  1  2
498	73.8956	 -3.701454   -5.822332  1  1
499	73.9479	 -2.858958   -2.323337  2  2
500	74.0000	 -2.816693   -3.680504  1  1
501	73.8523	 -5.108699   -5.273675  1  2
502	73.7052	 -1.501105  -13.408340  1  2
503	73.7575	 -3.213609   -2.868123  2  2
504	73.6111	 -2.086829   -1.887941  2  1
505	73.6634	 -2.607114   -2.842112  1  1
506	73.5178	 -4.024786   -4.449236  1  2
507	73.3728	 -4.077449   -5.232257  1  2
508	73.4252	 -4.316915   -4.169034  2  2
509	73.2809	 -2.591212   -2.031709  2  1
510	73.1373	 -4.641535   -3.827354  2  1
511	72.9941	 -3.712134   -3.365198  2  1
512	72.8516	 -2.925446   -3.361735  1  2
513	72.7096	 -3.354100   -3.154303  2  1
514	72.5681	 -2.903777   -3.074518  1  2
515	72.6214	 -5.679228   -4.134961  2  2
516	72.6744	 -4.311177   -5.859559  1  1
517	72.7273	 -2.830136   -2.175325  2  2
518	72.7799	 -6.071565   -3.544730  2  2
519	72.8324	 -5.559212   -5.582939  1  1
520	72.8846	 -2.420308   -2.762802  1  1
521	72.9367	 -3.386937   -2.938189  2  2
522	72.9885	 -2.206429   -2.720785  1  1
523	73.0402	 -1.698296   -2.260168  1  1
524	73.0916	 -5.336644   -5.674636  1  1
525	72.9524	 -2.128665   -2.271721  1  2
526	73.0038	 -1.239777   -2.332028  1  1
527	73.0550	 -1.717861   -1.304909  2  2
528	72.9167	 -6.251492   -6.376435  1  2
529	72.9679	 -2.676028   -4.318431  1  1
530	72.8302	 -2.036167   -2.043709  1  2
531	72.8814	 -3.707875   -3.428501  2  2
532	72.7444	 -4.474401   -4.681847  1  2
533	72.7955	 -3.922442   -4.628850  1  1
534	72.8464	 -4.207598   -3.414532  2  2
535	72.8972	 -3.250600   -2.156069  2  2
536	72.9478	 -0.856600   -2.112480  1  1
537	72.9981	 -6.601606   -3.657664  2  2
538	73.0483	 -5.886045   -6.163892  1  1
539	72.9128	 -2.005986  -13.157464  1  2
540	72.9630	 -1.265701   -1.648767  1  1
541	73.0129	 -1.920635   -1.878016  2  2
542	73.0627	 -2.987089   -2.800580  2  2
543	72.9282	 -2.522964   -2.507873  2  1
544	72.9779	 -1.310487   -1.272172  2  2
545	73.0275	 -2.164657   -2.528189  1  1
546	72.8938	 -3.406728   -3.692117  1  2
547	72.9433	 -1.403948   -0.585442  2  2
548	72.9927	 -0.740307   -2.033898  1  1
549	73.0419	 -4.867179   -4.803132  2  2
550	73.0909	 -2.131010   -1.962607  2  2
551	73.1397	 -3.783658   -4.528166  1  1
552	73.1884	 -4.426802   -3.912114  2  2
553	73.0561	 -4.755470   -4.915338  1  2
554	73.1047	 -6.448394   -6.898095  1  1
555	73.1532	 -3.080825   -4.216660  1  1
556	73.2014	 -5.285923   -5.020738  2  2
557	73.0700	 -4.430948   -4.383219  2  1
558	73.1183	 -1.358514   -2.334799  1  1
559	73.1664	 -2.904682   -1.709608  2  2
560	73.2143	 -7.115606   -6.455913  2  2
561	73.2620	 -0.998992   -1.769960  1  1
562	73.3096	 -3.623433   -3.395785  2  2
563	73.3570	 -1.929918   -2.221149  1  1
564	73.4043	 -7.553352   -6.342375  2  2
565	73.4513	 -2.376386   -2.756746  1  1
566	73.3216	 -2.382733   -2.474226  1  2
567	73.3686	 -3.364932   -3.082662  2  2
568	73.4155	 -1.433193   -2.352348  1  1
569	73.4622	 -2.734827   -3.272203  1  1
570	73.3333	 -4.604718   -5.195108  1  2
571	73.3800	 -2.698005   -3.829713  1  1
