warn: LLAMA_ARG_REPACK environment variable is set, but will be overwritten by command line argument --no-repack
0.00.340.687 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.05.517.303 I 
0.05.517.344 I system_info: n_threads = 8 (n_threads_batch = 8) / 10 | MTL : EMBED_LIBRARY = 1 | CPU : NEON = 1 | ARM_FMA = 1 | FP16_VA = 1 | DOTPROD = 1 | LLAMAFILE = 1 | ACCELERATE = 1 | REPACK = 1 | 
0.05.517.927 I multiple_choice_score: there are 13943 tasks in prompt
0.05.517.932 I multiple_choice_score: selecting 2000 random tasks from 13943 tasks available
0.05.519.040 I multiple_choice_score: preparing task data...done
0.05.612.532 I multiple_choice_score : calculating TruthfulQA score over 2000 tasks.

task	acc_norm
125	45.60000000
126	45.23809524
127	45.66929134
128	45.31250000
129	44.96124031
130	44.61538462
131	45.03816794
132	44.69696970
133	45.11278195
134	45.52238806
135	45.18518519
136	45.58823529
137	45.25547445
138	45.65217391
139	46.04316547
140	46.42857143
141	46.09929078
142	46.47887324
143	46.15384615
144	45.83333333
145	46.20689655
146	45.89041096
147	45.57823129
148	45.27027027
149	45.63758389
150	46.00000000
151	45.69536424
152	45.39473684
153	45.75163399
154	45.45454545
155	45.80645161
156	45.51282051
157	45.22292994
158	45.56962025
159	45.28301887
160	45.62500000
161	45.96273292
162	45.67901235
163	45.39877301
164	45.12195122
165	44.84848485
166	45.18072289
167	44.91017964
168	45.23809524
169	44.97041420
170	45.29411765
171	45.61403509
172	45.93023256
173	45.66473988
174	45.40229885
175	45.71428571
176	45.45454545
177	45.19774011
178	44.94382022
179	45.25139665
180	45.55555556
181	45.85635359
182	46.15384615
183	46.44808743
184	46.19565217
185	46.48648649
186	46.23655914
187	45.98930481
188	46.27659574
189	46.56084656
190	46.31578947
191	46.59685864
192	46.35416667
193	46.11398964
194	46.39175258
195	46.15384615
196	45.91836735
197	45.68527919
198	45.45454545
199	45.22613065
200	45.00000000
201	45.27363184
202	45.04950495
203	44.82758621
204	44.60784314
205	44.87804878
206	44.66019417
207	44.44444444
208	44.71153846
209	44.49760766
210	44.76190476
211	45.02369668
212	44.81132075
213	44.60093897
214	44.39252336
215	44.18604651
216	44.44444444
217	44.70046083
218	44.49541284
219	44.29223744
220	44.54545455
221	44.34389140
222	44.14414414
223	43.94618834
224	43.75000000
225	44.00000000
226	44.24778761
227	44.49339207
228	44.29824561
229	44.10480349
230	44.34782609
231	44.15584416
232	43.96551724
233	43.77682403
234	44.01709402
235	43.82978723
236	44.06779661
237	43.88185654
238	44.11764706
239	44.35146444
240	44.16666667
241	44.39834025
242	44.62809917
243	44.85596708
244	45.08196721
245	44.89795918
246	44.71544715
247	44.53441296
248	44.35483871
249	44.17670683
250	44.40000000
251	44.62151394
252	44.84126984
253	44.66403162
254	44.88188976
255	45.09803922
256	44.92187500
257	44.74708171
258	44.57364341
259	44.78764479
260	45.00000000
261	44.82758621
262	45.03816794
263	45.24714829
264	45.07575758
265	44.90566038
266	44.73684211
267	44.56928839
268	44.40298507
269	44.60966543
270	44.44444444
271	44.64944649
272	44.85294118
273	45.05494505
274	44.89051095
275	44.72727273
276	44.56521739
277	44.40433213
278	44.60431655
279	44.80286738
280	44.64285714
281	44.83985765
282	44.68085106
283	44.52296820
284	44.36619718
285	44.56140351
286	44.40559441
287	44.59930314
288	44.44444444
289	44.63667820
290	44.48275862
291	44.32989691
292	44.52054795
293	44.36860068
294	44.21768707
295	44.06779661
296	43.91891892
297	44.10774411
298	44.29530201
299	44.14715719
300	44.33333333
301	44.51827243
302	44.70198675
303	44.55445545
304	44.73684211
305	44.59016393
306	44.77124183
307	44.62540717
308	44.48051948
309	44.66019417
310	44.51612903
311	44.37299035
312	44.23076923
313	44.08945687
314	44.26751592
315	44.44444444
316	44.30379747
317	44.16403785
318	44.02515723
319	43.88714734
320	43.75000000
321	43.61370717
322	43.47826087
323	43.65325077
324	43.82716049
325	44.00000000
326	44.17177914
327	44.03669725
328	43.90243902
329	44.07294833
330	44.24242424
331	44.10876133
332	43.97590361
333	44.14414414
334	44.01197605
335	43.88059701
336	43.75000000
337	43.91691395
338	44.08284024
339	44.24778761
340	44.11764706
341	44.28152493
342	44.44444444
343	44.60641399
344	44.47674419
345	44.34782609
346	44.21965318
347	44.38040346
348	44.25287356
349	44.41260745
350	44.28571429
351	44.15954416
352	44.03409091
353	44.19263456
354	44.06779661
355	44.22535211
356	44.10112360
357	43.97759104
358	44.13407821
359	44.01114206
360	43.88888889
361	43.76731302
362	43.64640884
363	43.52617080
364	43.68131868
365	43.83561644
366	43.71584699
367	43.86920981
368	43.75000000
369	43.90243902
370	44.05405405
371	44.20485175
372	44.08602151
373	44.23592493
374	44.11764706
375	44.00000000
376	43.88297872
377	44.03183024
378	43.91534392
379	44.06332454
380	44.21052632
381	44.09448819
382	43.97905759
383	43.86422977
384	44.01041667
385	44.15584416
386	44.04145078
387	44.18604651
388	44.07216495
389	43.95886889
390	43.84615385
391	43.73401535
392	43.62244898
393	43.51145038
394	43.40101523
395	43.54430380
396	43.68686869
397	43.82871537
398	43.71859296
399	43.85964912
400	43.75000000
401	43.64089776
402	43.53233831
403	43.42431762
404	43.31683168
405	43.45679012
406	43.34975369
407	43.24324324
408	43.13725490
409	43.03178484
410	43.17073171
411	43.06569343
412	42.96116505
413	43.09927361
414	42.99516908
415	43.13253012
416	43.02884615
417	42.92565947
418	42.82296651
419	42.95942721
420	42.85714286
421	42.75534442
422	42.65402844
423	42.55319149
424	42.45283019
425	42.58823529
426	42.48826291
427	42.62295082
428	42.52336449
429	42.65734266
430	42.79069767
431	42.69141531
432	42.59259259
433	42.72517321
434	42.62672811
435	42.52873563
436	42.66055046
437	42.79176201
438	42.92237443
439	43.05239180
440	43.18181818
441	43.31065760
442	43.43891403
443	43.34085779
444	43.24324324
445	43.37078652
446	43.27354260
447	43.40044743
448	43.52678571
449	43.65256125
450	43.77777778
451	43.68070953
452	43.58407080
453	43.70860927
454	43.83259912
455	43.73626374
456	43.85964912
457	43.98249453
458	44.10480349
459	44.00871460
460	43.91304348
461	43.81778742
462	43.72294372
463	43.84449244
464	43.75000000
465	43.87096774
466	43.77682403
467	43.68308351
468	43.80341880
469	43.71002132
470	43.61702128
471	43.73673036
472	43.64406780
473	43.55179704
474	43.67088608
475	43.57894737
476	43.48739496
477	43.39622642
478	43.30543933
479	43.21503132
480	43.12500000
481	43.24324324
482	43.15352697
483	43.27122153
484	43.38842975
485	43.50515464
486	43.62139918
487	43.53182752
488	43.64754098
489	43.76278119
490	43.87755102
491	43.78818737
492	43.69918699
493	43.81338742
494	43.72469636
495	43.83838384
496	43.75000000
497	43.86317907
498	43.77510040
499	43.88777555
500	43.80000000
501	43.71257485
502	43.62549801
503	43.53876740
504	43.45238095
505	43.36633663
506	43.47826087
507	43.39250493
508	43.30708661
509	43.41846758
510	43.33333333
511	43.24853229
512	43.16406250
513	43.07992203
514	42.99610895
515	42.91262136
516	42.82945736
517	42.74661509
518	42.66409266
519	42.77456647
520	42.88461538
521	42.99424184
522	42.91187739
523	43.02103250
524	43.12977099
525	43.04761905
526	43.15589354
527	43.07400380
528	43.18181818
529	43.10018904
530	43.01886792
531	42.93785311
532	43.04511278
533	43.15196998
534	43.25842697
535	43.17757009
536	43.09701493
537	43.01675978
538	42.93680297
539	42.85714286
540	42.77777778
541	42.69870610
542	42.61992620
543	42.54143646
544	42.64705882
545	42.56880734
546	42.49084249
547	42.59597806
548	42.70072993
549	42.62295082
550	42.54545455
551	42.64972777
552	42.57246377
553	42.49547920
554	42.59927798
555	42.70270270
556	42.62589928
557	42.72890485
558	42.65232975
559	42.57602862
560	42.50000000
561	42.60249554
562	42.70462633
563	42.80639432
564	42.90780142
565	42.83185841
566	42.93286219
567	43.03350970
568	42.95774648
569	42.88224956
570	42.80701754
571	42.73204904
572	42.65734266
573	42.75741710
574	42.85714286
575	42.95652174
576	42.88194444
577	42.80762565
578	42.73356401
579	42.83246978
580	42.75862069
581	42.68502582
582	42.78350515
583	42.71012007
584	42.63698630
585	42.73504274
586	42.83276451
587	42.93015332
588	42.85714286
589	42.78438031
590	42.71186441
591	42.63959391
592	42.73648649
593	42.66441821
594	42.59259259
595	42.68907563
596	42.61744966
597	42.71356784
598	42.64214047
599	42.57095159
600	42.50000000
601	42.59567388
602	42.52491694
603	42.62023217
604	42.54966887
605	42.64462810
606	42.57425743
607	42.50411862
608	42.59868421
609	42.52873563
610	42.62295082
611	42.71685761
612	42.64705882
613	42.57748777
614	42.50814332
615	42.43902439
616	42.53246753
617	42.62560778
618	42.55663430
619	42.48788368
620	42.58064516
621	42.51207729
622	42.44372990
623	42.37560193
624	42.30769231
625	42.24000000
626	42.17252396
627	42.10526316
628	42.03821656
629	41.97138315
630	42.06349206
631	41.99683043
632	41.93037975
633	42.02211690
634	42.11356467
635	42.04724409
636	41.98113208
637	42.07221350
638	42.16300940
639	42.25352113
640	42.18750000
641	42.12168487
642	42.21183801
643	42.14618974
644	42.08074534
645	42.17054264
646	42.10526316
647	42.19474498
648	42.12962963
649	42.06471495
650	42.15384615
651	42.24270353
652	42.33128834
653	42.26646248
654	42.20183486
655	42.13740458
656	42.07317073
657	42.00913242
658	41.94528875
659	42.03338392
660	41.96969697
661	42.05748865
662	42.14501511
663	42.08144796
664	42.01807229
665	41.95488722
666	41.89189189
667	41.97901049
668	42.06586826
669	42.00298954
670	42.08955224
671	42.17585693
672	42.26190476
673	42.19910847
674	42.13649852
675	42.07407407
676	42.15976331
677	42.09748892
678	42.03539823
679	42.12076583
680	42.20588235
681	42.29074890
682	42.22873900
683	42.16691069
684	42.10526316
685	42.04379562
686	41.98250729
687	41.92139738
688	41.86046512
689	41.94484761
690	42.02898551
691	41.96816208
692	42.05202312
693	42.13564214
694	42.21902017
695	42.15827338
696	42.09770115
697	42.18077475
698	42.26361032
699	42.34620887
700	42.28571429
701	42.36804565
702	42.30769231
703	42.24751067
704	42.32954545
705	42.26950355
706	42.35127479
707	42.29137199
708	42.23163842
709	42.17207334
710	42.25352113
711	42.19409283
712	42.27528090
713	42.35624123
714	42.29691877
715	42.37762238
716	42.45810056
717	42.39888424
718	42.33983287
719	42.28094576
720	42.22222222
721	42.30235784
722	42.24376731
723	42.18533887
724	42.12707182
725	42.06896552
726	42.01101928
727	42.09078404
728	42.03296703
729	42.11248285
730	42.19178082
731	42.13406293
732	42.07650273
733	42.01909959
734	41.96185286
735	41.90476190
736	41.84782609
737	41.79104478
738	41.73441734
739	41.67794317
740	41.62162162
741	41.56545209
742	41.50943396
743	41.58815612
744	41.66666667
745	41.61073826
746	41.68900804
747	41.63319946
748	41.71122995
749	41.78905207
750	41.86666667
751	41.94407457
752	42.02127660
753	41.96547145
754	42.04244032
755	41.98675497
756	41.93121693
757	41.87582563
758	41.82058047
759	41.76548090
760	41.84210526
761	41.91852825
762	41.86351706
763	41.80865007
764	41.88481675
765	41.83006536
766	41.90600522
767	41.85136897
768	41.79687500
769	41.74252276
770	41.68831169
771	41.63424125
772	41.58031088
773	41.65588616
774	41.73126615
775	41.80645161
776	41.88144330
777	41.82754183
778	41.77377892
779	41.84852375
780	41.79487179
781	41.74135723
782	41.68797954
783	41.63473819
784	41.58163265
785	41.52866242
786	41.47582697
787	41.55019060
788	41.49746193
789	41.57160963
790	41.51898734
791	41.46649810
792	41.41414141
793	41.36191677
794	41.30982368
795	41.38364780
796	41.45728643
797	41.53074028
798	41.60401003
799	41.55193992
800	41.50000000
801	41.57303371
802	41.64588529
803	41.71855542
804	41.79104478
805	41.86335404
806	41.81141439
807	41.75960347
808	41.70792079
809	41.65636588
810	41.72839506
811	41.80024661
812	41.74876847
813	41.82041820
814	41.89189189
815	41.96319018
816	41.91176471
817	41.86046512
818	41.80929095
819	41.75824176
820	41.70731707
821	41.77831912
822	41.72749392
823	41.79829891
824	41.74757282
825	41.81818182
826	41.76755448
827	41.71704958
828	41.78743961
829	41.73703257
830	41.80722892
831	41.75691937
832	41.82692308
833	41.77671068
834	41.72661871
835	41.67664671
836	41.62679426
837	41.69653524
838	41.64677804
839	41.59713945
840	41.66666667
841	41.73602854
842	41.68646081
843	41.63701068
844	41.58767773
845	41.53846154
846	41.60756501
847	41.67650531
848	41.62735849
849	41.57832744
850	41.52941176
851	41.48061105
852	41.43192488
853	41.50058617
854	41.45199063
855	41.52046784
856	41.58878505
857	41.54025671
858	41.49184149
859	41.44353900
860	41.51162791
861	41.46341463
862	41.41531323
863	41.48319815
864	41.43518519
865	41.38728324
866	41.33949192
867	41.40715110
868	41.35944700
869	41.31185270
870	41.37931034
871	41.33180253
872	41.28440367
873	41.23711340
874	41.30434783
875	41.25714286
876	41.21004566
877	41.16305587
878	41.23006834
879	41.18316268
880	41.25000000
881	41.20317821
882	41.26984127
883	41.22310306
884	41.17647059
885	41.24293785
886	41.19638826
887	41.14994363
888	41.10360360
889	41.05736783
890	41.12359551
891	41.18967452
892	41.25560538
893	41.32138858
894	41.27516779
895	41.34078212
896	41.29464286
897	41.36008919
898	41.31403118
899	41.26807564
900	41.22222222
901	41.28745838
902	41.24168514
903	41.19601329
904	41.26106195
905	41.21546961
906	41.16997792
907	41.12458655
908	41.07929515
909	41.03410341
910	41.09890110
911	41.05378705
912	41.11842105
913	41.07338445
914	41.13785558
915	41.09289617
916	41.15720524
917	41.11232279
918	41.17647059
919	41.24047878
920	41.30434783
921	41.25950054
922	41.21475054
923	41.27843987
924	41.23376623
925	41.18918919
926	41.14470842
927	41.10032362
928	41.05603448
929	41.01184069
930	41.07526882
931	41.03114930
932	41.09442060
933	41.15755627
934	41.11349036
935	41.06951872
936	41.02564103
937	40.98185699
938	41.04477612
939	41.00106496
940	40.95744681
941	40.91392136
942	40.87048832
943	40.82714740
944	40.88983051
945	40.84656085
946	40.90909091
947	40.97148891
948	41.03375527
949	41.09589041
950	41.15789474
951	41.21976866
952	41.17647059
953	41.23819517
954	41.19496855
955	41.25654450
956	41.21338912
957	41.17032393
958	41.12734864
959	41.08446298
960	41.04166667
961	41.10301769
962	41.06029106
963	41.01765317
964	41.07883817
965	41.03626943
966	41.09730849
967	41.05480869
968	41.01239669
969	41.07327141
970	41.03092784
971	40.98867147
972	40.94650206
973	41.00719424
974	40.96509240
975	41.02564103
976	40.98360656
977	41.04401228
978	41.00204499
979	40.96016343
980	41.02040816
981	41.08053007
982	41.14052953
983	41.20040692
984	41.26016260
985	41.21827411
986	41.17647059
987	41.13475177
988	41.09311741
989	41.05156724
990	41.01010101
991	41.06962664
992	41.12903226
993	41.08761329
994	41.04627767
995	41.10552764
996	41.16465863
997	41.12337011
998	41.08216433
999	41.04104104
1000	41.00000000
1001	40.95904096
1002	40.91816367
1003	40.97706879
1004	40.93625498
1005	40.99502488
1006	40.95427435
1007	40.91360477
1008	40.87301587
1009	40.93161546
1010	40.89108911
1011	40.85064293
1012	40.81027668
1013	40.76999013
1014	40.82840237
1015	40.78817734
1016	40.74803150
1017	40.70796460
1018	40.66797642
1019	40.62806673
1020	40.68627451
1021	40.64642507
1022	40.70450098
1023	40.76246334
1024	40.72265625
1025	40.68292683
1026	40.64327485
1027	40.60370010
1028	40.66147860
1029	40.62196307
1030	40.58252427
1031	40.54316198
1032	40.60077519
1033	40.56147144
1034	40.52224371
1035	40.57971014
1036	40.54054054
1037	40.59787850
1038	40.65510597
1039	40.71222329
1040	40.76923077
1041	40.82612872
1042	40.78694818
1043	40.74784276
1044	40.80459770
1045	40.76555024
1046	40.72657744
1047	40.78319007
1048	40.74427481
1049	40.80076263
1050	40.85714286
1051	40.81826832
1052	40.77946768
1053	40.74074074
1054	40.70208729
1055	40.75829384
1056	40.71969697
1057	40.68117313
1058	40.64272212
1059	40.60434372
1060	40.66037736
1061	40.62205467
1062	40.67796610
1063	40.73377234
1064	40.69548872
1065	40.75117371
1066	40.71294559
1067	40.76850984
1068	40.73033708
1069	40.69223573
1070	40.65420561
1071	40.70961718
1072	40.76492537
1073	40.82013048
1074	40.78212291
1075	40.83720930
1076	40.89219331
1077	40.85422470
1078	40.90909091
1079	40.96385542
1080	40.92592593
1081	40.98057354
1082	40.94269871
1083	40.90489381
1084	40.95940959
1085	40.92165899
1086	40.88397790
1087	40.84636615
1088	40.90073529
1089	40.95500459
1090	41.00917431
1091	40.97158570
1092	40.93406593
1093	40.98810613
1094	41.04204753
1095	41.09589041
1096	41.14963504
1097	41.11212397
1098	41.07468124
1099	41.03730664
1100	41.09090909
1101	41.14441417
1102	41.10707804
1103	41.06980961
1104	41.03260870
1105	40.99547511
1106	40.95840868
1107	40.92140921
1108	40.88447653
1109	40.84761046
1110	40.90090090
1111	40.86408641
1112	40.82733813
1113	40.88050314
1114	40.93357271
1115	40.98654709
1116	41.03942652
1117	41.00268577
1118	41.05545617
1119	41.01876676
1120	40.98214286
1121	40.94558430
1122	40.99821747
1123	41.05075690
1124	41.10320285
1125	41.06666667
1126	41.11900533
1127	41.17125111
1128	41.22340426
1129	41.18689105
1130	41.15044248
1131	41.11405836
1132	41.07773852
1133	41.04148279
1134	41.09347443
1135	41.14537445
1136	41.10915493
1137	41.07299912
1138	41.03690685
1139	41.08867428
1140	41.14035088
1141	41.19193690
1142	41.15586690
1143	41.11986002
1144	41.08391608
1145	41.04803493
1146	41.09947644
1147	41.06364429
1148	41.11498258
1149	41.07919930
1150	41.13043478
1151	41.09470026
1152	41.14583333
1153	41.11014744
1154	41.07452340
1155	41.12554113
1156	41.17647059
1157	41.14088159
1158	41.10535406
1159	41.06988783
1160	41.12068966
1161	41.17140396
1162	41.13597246
1163	41.10060189
1164	41.06529210
1165	41.11587983
1166	41.16638079
1167	41.13110540
1168	41.09589041
1169	41.14627887
1170	41.11111111
1171	41.16140051
1172	41.21160410
1173	41.26172208
1174	41.22657581
1175	41.27659574
1176	41.24149660
1177	41.20645709
1178	41.17147708
1179	41.13655640
1180	41.10169492
1181	41.06689246
1182	41.03214890
1183	40.99746407
1184	41.04729730
1185	41.09704641
1186	41.06239460
1187	41.02780118
1188	40.99326599
1189	41.04289319
1190	41.09243697
1191	41.05793451
1192	41.10738255
1193	41.07292540
1194	41.03852596
1195	41.00418410
1196	41.05351171
1197	41.10275689
1198	41.15191987
1199	41.11759800
1200	41.08333333
1201	41.04912573
1202	41.01497504
1203	41.06400665
1204	41.02990033
1205	41.07883817
1206	41.04477612
1207	41.01077051
1208	41.05960265
1209	41.02564103
1210	40.99173554
1211	40.95788604
1212	40.92409241
1213	40.89035449
1214	40.93904448
1215	40.90534979
1216	40.87171053
1217	40.83812654
1218	40.80459770
1219	40.77112387
1220	40.81967213
1221	40.86814087
1222	40.91653028
1223	40.88307441
1224	40.84967320
1225	40.81632653
1226	40.86460033
1227	40.91279544
1228	40.96091205
1229	40.92758340
1230	40.97560976
1231	40.94232331
1232	40.99025974
1233	41.03811841
1234	41.00486224
1235	40.97165992
1236	41.01941748
1237	40.98625707
1238	40.95315024
1239	40.92009685
1240	40.96774194
1241	41.01531023
1242	40.98228663
1243	40.94931617
1244	40.99678457
1245	41.04417671
1246	41.01123596
1247	41.05854050
1248	41.02564103
1249	41.07285829
1250	41.04000000
1251	41.08713030
1252	41.13418530
1253	41.10135674
1254	41.06858054
1255	41.03585657
1256	41.00318471
1257	41.05011933
1258	41.09697933
1259	41.14376489
1260	41.11111111
1261	41.07850912
1262	41.12519810
1263	41.17181314
1264	41.21835443
1265	41.26482213
1266	41.31121643
1267	41.27861089
1268	41.32492114
1269	41.29235619
1270	41.25984252
1271	41.30605822
1272	41.35220126
1273	41.31971720
1274	41.28728414
1275	41.25490196
1276	41.30094044
1277	41.26859828
1278	41.31455399
1279	41.28225176
1280	41.25000000
1281	41.21779859
1282	41.26365055
1283	41.30943102
1284	41.35514019
1285	41.32295720
1286	41.29082426
1287	41.33644134
1288	41.38198758
1289	41.34988363
1290	41.39534884
1291	41.36328428
1292	41.33126935
1293	41.29930394
1294	41.26738794
1295	41.31274131
1296	41.35802469
1297	41.40323824
1298	41.37134052
1299	41.41647421
1300	41.38461538
1301	41.35280553
1302	41.39784946
1303	41.36607828
1304	41.33435583
1305	41.37931034
1306	41.42419602
1307	41.46901301
1308	41.43730887
1309	41.48204736
1310	41.45038168
1311	41.49504195
1312	41.46341463
1313	41.43183549
1314	41.47640791
1315	41.52091255
1316	41.56534954
1317	41.53378891
1318	41.57814871
1319	41.62244124
1320	41.66666667
1321	41.71082513
1322	41.67927383
1323	41.64777022
1324	41.61631420
1325	41.58490566
1326	41.62895928
1327	41.59758855
1328	41.56626506
1329	41.53498871
1330	41.57894737
1331	41.62283997
1332	41.59159159
1333	41.63540885
1334	41.67916042
1335	41.64794007
1336	41.61676647
1337	41.58563949
1338	41.62929746
1339	41.59820762
1340	41.64179104
1341	41.61073826
1342	41.65424739
1343	41.62323157
1344	41.59226190
1345	41.56133829
1346	41.53046062
1347	41.57386785
1348	41.61721068
1349	41.58636027
1350	41.55555556
1351	41.52479645
1352	41.49408284
1353	41.46341463
1354	41.43279173
1355	41.40221402
1356	41.37168142
1357	41.41488578
1358	41.38438881
1359	41.35393672
1360	41.32352941
1361	41.29316679
1362	41.33627019
1363	41.30594277
1364	41.27565982
1365	41.24542125
1366	41.28843338
1367	41.33138259
1368	41.37426901
1369	41.34404675
1370	41.31386861
1371	41.35667396
1372	41.32653061
1373	41.29643117
1374	41.26637555
1375	41.30909091
1376	41.35174419
1377	41.39433551
1378	41.36429608
1379	41.33430022
1380	41.37681159
1381	41.41926140
1382	41.38929088
1383	41.43167028
1384	41.40173410
1385	41.44404332
1386	41.48629149
1387	41.52847873
1388	41.57060519
1389	41.54067675
1390	41.51079137
1391	41.55283968
1392	41.52298851
1393	41.49318019
1394	41.53515065
1395	41.50537634
1396	41.54727794
1397	41.58911954
1398	41.55937053
1399	41.52966405
1400	41.50000000
1401	41.54175589
1402	41.58345221
1403	41.62508909
1404	41.59544160
1405	41.63701068
1406	41.60739687
1407	41.57782516
1408	41.54829545
1409	41.51880767
1410	41.48936170
1411	41.45995748
1412	41.50141643
1413	41.54281670
1414	41.58415842
1415	41.55477032
1416	41.59604520
1417	41.63726182
1418	41.60789845
1419	41.64904863
1420	41.69014085
1421	41.73117523
1422	41.77215190
1423	41.74279691
1424	41.71348315
1425	41.75438596
1426	41.72510519
1427	41.69586545
1428	41.66666667
1429	41.70748775
1430	41.67832168
1431	41.64919637
1432	41.68994413
1433	41.73063503
1434	41.70153417
1435	41.67247387
1436	41.64345404
1437	41.61447460
1438	41.58553547
1439	41.62612926
1440	41.59722222
1441	41.56835531
1442	41.53952843
1443	41.58004158
1444	41.62049861
1445	41.66089965
1446	41.70124481
1447	41.67242571
1448	41.71270718
1449	41.68391994
1450	41.72413793
1451	41.76430048
1452	41.73553719
1453	41.77563661
1454	41.81568088
1455	41.85567010
1456	41.82692308
1457	41.79821551
1458	41.76954733
1459	41.80945853
1460	41.78082192
1461	41.75222450
1462	41.79206566
1463	41.76349966
1464	41.80327869
1465	41.77474403
1466	41.81446112
1467	41.85412406
1468	41.89373297
1469	41.93328795
1470	41.97278912
1471	41.94425561
1472	41.98369565
1473	41.95519348
1474	41.92672999
1475	41.89830508
1476	41.86991870
1477	41.90927556
1478	41.94857916
1479	41.92021636
1480	41.95945946
1481	41.93112762
1482	41.97031039
1483	41.94200944
1484	41.91374663
1485	41.95286195
1486	41.92462988
1487	41.96368527
1488	41.93548387
1489	41.97447952
1490	41.94630872
1491	41.91817572
1492	41.95710456
1493	41.92900201
1494	41.90093708
1495	41.87290970
1496	41.91176471
1497	41.88376754
1498	41.85580774
1499	41.82788526
1500	41.80000000
1501	41.83877415
1502	41.81091877
1503	41.84963407
1504	41.82180851
1505	41.79401993
1506	41.76626826
1507	41.73855342
1508	41.77718833
1509	41.81577203
1510	41.85430464
1511	41.89278623
1512	41.86507937
1513	41.83740912
1514	41.80977543
1515	41.78217822
1516	41.82058047
1517	41.79301252
1518	41.76548090
1519	41.73798552
1520	41.71052632
1521	41.68310322
1522	41.65571616
1523	41.62836507
1524	41.60104987
1525	41.57377049
1526	41.54652687
1527	41.51931893
1528	41.49214660
1529	41.46500981
1530	41.50326797
1531	41.47615937
1532	41.44908616
1533	41.48727984
1534	41.46023468
1535	41.43322476
1536	41.47135417
1537	41.44437215
1538	41.48244473
1539	41.45549058
1540	41.42857143
1541	41.40168722
1542	41.37483787
1543	41.34802333
1544	41.32124352
1545	41.35922330
1546	41.33247089
1547	41.30575307
1548	41.34366925
1549	41.31697870
1550	41.29032258
1551	41.32817537
1552	41.30154639
1553	41.27495171
1554	41.31274131
1555	41.35048232
1556	41.38817481
1557	41.42581888
1558	41.46341463
1559	41.43681847
1560	41.47435897
1561	41.44778988
1562	41.42125480
1563	41.39475368
1564	41.36828645
1565	41.40575080
1566	41.37931034
1567	41.41671985
1568	41.39030612
1569	41.36392607
1570	41.40127389
1571	41.37492043
1572	41.34860051
1573	41.32231405
1574	41.29606099
1575	41.26984127
1576	41.30710660
1577	41.34432467
1578	41.31812421
1579	41.29195693
1580	41.32911392
