warn: LLAMA_ARG_REPACK environment variable is set, but will be overwritten by command line argument --no-repack
0.05.571.581 I 
0.05.571.623 I system_info: n_threads = 8 (n_threads_batch = 8) / 10 | MTL : EMBED_LIBRARY = 1 | CPU : NEON = 1 | ARM_FMA = 1 | FP16_VA = 1 | DOTPROD = 1 | LLAMAFILE = 1 | ACCELERATE = 1 | REPACK = 1 | 
0.05.572.252 I multiple_choice_score: there are 13943 tasks in prompt
0.05.572.257 I multiple_choice_score: selecting 2000 random tasks from 13943 tasks available
0.05.573.420 I multiple_choice_score: preparing task data...done
0.05.663.992 I multiple_choice_score : calculating TruthfulQA score over 2000 tasks.

task	acc_norm
131	45.80152672
132	46.21212121
133	45.86466165
134	46.26865672
135	45.92592593
136	46.32352941
137	45.98540146
138	46.37681159
139	46.76258993
140	47.14285714
141	46.80851064
142	47.18309859
143	46.85314685
144	46.52777778
145	46.89655172
146	46.57534247
147	46.25850340
148	45.94594595
149	46.30872483
150	46.66666667
151	46.35761589
152	46.05263158
153	46.40522876
154	46.10389610
155	46.45161290
156	46.15384615
157	45.85987261
158	46.20253165
159	45.91194969
160	46.25000000
161	46.58385093
162	46.29629630
163	46.01226994
164	45.73170732
165	45.45454545
166	45.18072289
167	44.91017964
168	45.23809524
169	44.97041420
170	45.29411765
171	45.61403509
172	45.93023256
173	46.24277457
174	46.55172414
175	46.85714286
176	46.59090909
177	46.32768362
178	46.06741573
179	45.81005587
180	46.11111111
181	46.40883978
182	46.70329670
183	46.99453552
184	46.73913043
185	47.02702703
186	47.31182796
187	47.05882353
188	47.34042553
189	47.61904762
190	47.36842105
191	47.64397906
192	47.39583333
193	47.15025907
194	47.42268041
195	47.17948718
196	46.93877551
197	46.70050761
198	46.46464646
199	46.73366834
200	46.50000000
201	46.76616915
202	46.53465347
203	46.30541872
204	46.07843137
205	46.34146341
206	46.60194175
207	46.37681159
208	46.63461538
209	46.41148325
210	46.66666667
211	46.91943128
212	46.69811321
213	46.47887324
214	46.26168224
215	46.04651163
216	46.29629630
217	46.54377880
218	46.33027523
219	46.11872146
220	46.36363636
221	46.60633484
222	46.39639640
223	46.18834081
224	45.98214286
225	46.22222222
226	46.46017699
227	46.25550661
228	46.49122807
229	46.28820961
230	46.52173913
231	46.32034632
232	46.12068966
233	45.92274678
234	45.72649573
235	45.53191489
236	45.76271186
237	45.56962025
238	45.37815126
239	45.60669456
240	45.41666667
241	45.64315353
242	45.45454545
243	45.67901235
244	45.90163934
245	45.71428571
246	45.52845528
247	45.74898785
248	45.96774194
249	45.78313253
250	46.00000000
251	46.21513944
252	46.42857143
253	46.24505929
254	46.45669291
255	46.66666667
256	46.48437500
257	46.69260700
258	46.51162791
259	46.33204633
260	46.53846154
261	46.36015326
262	46.18320611
263	46.38783270
264	46.21212121
265	46.03773585
266	45.86466165
267	45.69288390
268	45.52238806
269	45.72490706
270	45.55555556
271	45.75645756
272	45.58823529
273	45.78754579
274	45.62043796
275	45.45454545
276	45.28985507
277	45.12635379
278	45.32374101
279	45.51971326
280	45.35714286
281	45.55160142
282	45.39007092
283	45.22968198
284	45.07042254
285	44.91228070
286	44.75524476
287	44.59930314
288	44.44444444
289	44.29065744
290	44.48275862
291	44.32989691
292	44.52054795
293	44.36860068
294	44.21768707
295	44.06779661
296	43.91891892
297	44.10774411
298	44.29530201
299	44.14715719
300	44.33333333
301	44.51827243
302	44.70198675
303	44.55445545
304	44.40789474
305	44.26229508
306	44.44444444
307	44.29967427
308	44.15584416
309	44.33656958
310	44.19354839
311	44.37299035
312	44.23076923
313	44.08945687
314	44.26751592
315	44.12698413
316	43.98734177
317	44.16403785
318	44.02515723
319	43.88714734
320	44.06250000
321	43.92523364
322	43.78881988
323	43.65325077
324	43.82716049
325	43.69230769
326	43.86503067
327	43.73088685
328	43.59756098
329	43.76899696
330	43.93939394
331	43.80664653
332	43.67469880
333	43.84384384
334	44.01197605
335	43.88059701
336	43.75000000
337	43.62017804
338	43.78698225
339	43.95280236
340	43.82352941
341	43.69501466
342	43.85964912
343	44.02332362
344	43.89534884
345	43.76811594
346	43.64161850
347	43.80403458
348	43.67816092
349	43.83954155
350	44.00000000
351	43.87464387
352	43.75000000
353	43.90934844
354	43.78531073
355	43.94366197
356	43.82022472
357	43.69747899
358	43.85474860
359	43.73259053
360	43.61111111
361	43.49030471
362	43.37016575
363	43.25068871
364	43.40659341
365	43.56164384
366	43.44262295
367	43.59673025
368	43.47826087
369	43.63143631
370	43.78378378
371	43.93530997
372	43.81720430
373	43.96782842
374	43.85026738
375	43.73333333
376	43.61702128
377	43.76657825
378	43.65079365
379	43.53562005
380	43.68421053
381	43.56955381
382	43.45549738
383	43.34203655
384	43.22916667
385	43.37662338
386	43.26424870
387	43.41085271
388	43.55670103
389	43.44473008
390	43.33333333
391	43.22250639
392	43.11224490
393	43.25699746
394	43.14720812
395	43.29113924
396	43.18181818
397	43.07304786
398	43.21608040
399	43.10776942
400	43.00000000
401	42.89276808
402	42.78606965
403	42.67990074
404	42.57425743
405	42.71604938
406	42.61083744
407	42.50614251
408	42.64705882
409	42.78728606
410	42.92682927
411	42.82238443
412	42.71844660
413	42.85714286
414	42.99516908
415	43.13253012
416	43.02884615
417	42.92565947
418	42.82296651
419	42.72076372
420	42.61904762
421	42.75534442
422	42.65402844
423	42.78959811
424	42.68867925
425	42.82352941
426	42.72300469
427	42.62295082
428	42.52336449
429	42.65734266
430	42.79069767
431	42.69141531
432	42.59259259
433	42.72517321
434	42.62672811
435	42.52873563
436	42.66055046
437	42.79176201
438	42.92237443
439	43.05239180
440	43.18181818
441	43.31065760
442	43.43891403
443	43.34085779
444	43.24324324
445	43.37078652
446	43.27354260
447	43.40044743
448	43.52678571
449	43.65256125
450	43.55555556
451	43.45898004
452	43.36283186
453	43.26710817
454	43.39207048
455	43.29670330
456	43.42105263
457	43.54485777
458	43.66812227
459	43.57298475
460	43.69565217
461	43.60086768
462	43.50649351
463	43.62850972
464	43.75000000
465	43.87096774
466	43.77682403
467	43.89721627
468	44.01709402
469	43.92324094
470	43.82978723
471	43.94904459
472	43.85593220
473	43.76321353
474	43.88185654
475	43.78947368
476	43.69747899
477	43.60587002
478	43.51464435
479	43.42379958
480	43.33333333
481	43.45114345
482	43.36099585
483	43.27122153
484	43.38842975
485	43.50515464
486	43.62139918
487	43.53182752
488	43.64754098
489	43.76278119
490	43.87755102
491	43.78818737
492	43.90243902
493	44.01622718
494	43.92712551
495	44.04040404
496	43.95161290
497	44.06438632
498	43.97590361
499	43.88777555
500	43.80000000
501	43.71257485
502	43.62549801
503	43.53876740
504	43.45238095
505	43.36633663
506	43.28063241
507	43.39250493
508	43.30708661
509	43.41846758
510	43.33333333
511	43.24853229
512	43.35937500
513	43.27485380
514	43.38521401
515	43.30097087
516	43.21705426
517	43.13346228
518	43.05019305
519	43.15992293
520	43.26923077
521	43.37811900
522	43.29501916
523	43.21223709
524	43.32061069
525	43.23809524
526	43.34600760
527	43.26375712
528	43.37121212
529	43.28922495
530	43.20754717
531	43.12617702
532	43.23308271
533	43.33958724
534	43.44569288
535	43.36448598
536	43.47014925
537	43.38919926
538	43.30855019
539	43.22820037
540	43.14814815
541	43.06839187
542	42.98892989
543	42.90976059
544	43.01470588
545	42.93577982
546	42.85714286
547	42.96160878
548	42.88321168
549	42.80510018
550	42.72727273
551	42.64972777
552	42.57246377
553	42.49547920
554	42.59927798
555	42.70270270
556	42.80575540
557	42.90843806
558	42.83154122
559	42.75491950
560	42.67857143
561	42.78074866
562	42.88256228
563	42.98401421
564	43.08510638
565	43.18584071
566	43.28621908
567	43.38624339
568	43.30985915
569	43.23374341
570	43.15789474
571	43.08231173
572	43.00699301
573	43.10645724
574	43.20557491
575	43.30434783
576	43.22916667
577	43.15424610
578	43.07958478
579	43.17789292
580	43.10344828
581	43.02925990
582	42.95532646
583	42.88164666
584	42.80821918
585	42.90598291
586	43.00341297
587	43.10051107
588	43.02721088
589	42.95415959
590	42.88135593
591	42.80879865
592	42.90540541
593	42.83305228
594	42.76094276
595	42.85714286
596	42.78523490
597	42.88107203
598	42.80936455
599	42.73789649
600	42.83333333
601	42.76206323
602	42.69102990
603	42.62023217
604	42.54966887
605	42.64462810
606	42.73927393
607	42.66886326
608	42.76315789
609	42.85714286
610	42.95081967
611	43.04418985
612	42.97385621
613	42.90375204
614	42.83387622
615	42.76422764
616	42.85714286
617	42.78768233
618	42.71844660
619	42.81098546
620	42.90322581
621	42.83413849
622	42.76527331
623	42.69662921
624	42.62820513
625	42.56000000
626	42.49201278
627	42.42424242
628	42.35668790
629	42.28934817
630	42.38095238
631	42.31378764
632	42.24683544
633	42.33807267
634	42.27129338
635	42.36220472
636	42.45283019
637	42.54317111
638	42.47648903
639	42.56651017
640	42.50000000
641	42.43369735
642	42.36760125
643	42.30171073
644	42.39130435
645	42.48062016
646	42.41486068
647	42.50386399
648	42.59259259
649	42.52696456
650	42.61538462
651	42.70353303
652	42.63803681
653	42.57274119
654	42.50764526
655	42.44274809
656	42.37804878
657	42.31354642
658	42.24924012
659	42.33687405
660	42.27272727
661	42.36006051
662	42.44712991
663	42.53393665
664	42.46987952
665	42.40601504
666	42.49249249
667	42.57871064
668	42.51497006
669	42.45142003
670	42.53731343
671	42.62295082
672	42.70833333
673	42.64487370
674	42.58160237
675	42.51851852
676	42.60355030
677	42.54062038
678	42.47787611
679	42.56259205
680	42.50000000
681	42.58443465
682	42.52199413
683	42.45973646
684	42.54385965
685	42.48175182
686	42.41982507
687	42.50363901
688	42.44186047
689	42.52539913
690	42.60869565
691	42.54703329
692	42.63005780
693	42.56854257
694	42.65129683
695	42.58992806
696	42.52873563
697	42.61119082
698	42.55014327
699	42.63233190
700	42.57142857
701	42.65335235
702	42.59259259
703	42.53200569
704	42.61363636
705	42.55319149
706	42.63456091
707	42.57425743
708	42.65536723
709	42.73624824
710	42.67605634
711	42.61603376
712	42.69662921
713	42.77699860
714	42.71708683
715	42.79720280
716	42.87709497
717	42.81729428
718	42.75766017
719	42.69819193
720	42.77777778
721	42.85714286
722	42.79778393
723	42.73858921
724	42.67955801
725	42.75862069
726	42.69972452
727	42.77854195
728	42.71978022
729	42.66117970
730	42.73972603
731	42.68125855
732	42.62295082
733	42.56480218
734	42.50681199
735	42.44897959
736	42.39130435
737	42.33378562
738	42.27642276
739	42.21921516
740	42.16216216
741	42.10526316
742	42.04851752
743	42.12651413
744	42.20430108
745	42.14765101
746	42.22520107
747	42.30254351
748	42.37967914
749	42.45660881
750	42.53333333
751	42.47669774
752	42.55319149
753	42.49667995
754	42.57294430
755	42.51655629
756	42.46031746
757	42.40422721
758	42.48021108
759	42.42424242
760	42.50000000
761	42.44415243
762	42.38845144
763	42.33289646
764	42.40837696
765	42.35294118
766	42.42819843
767	42.50325945
768	42.44791667
769	42.39271782
770	42.46753247
771	42.41245136
772	42.35751295
773	42.43208279
774	42.50645995
775	42.58064516
776	42.65463918
777	42.59974260
778	42.54498715
779	42.61874198
780	42.56410256
781	42.50960307
782	42.45524297
783	42.40102171
784	42.34693878
785	42.29299363
786	42.23918575
787	42.31257942
788	42.25888325
789	42.33206591
790	42.27848101
791	42.22503161
792	42.29797980
793	42.24464061
794	42.31738035
795	42.38993711
796	42.46231156
797	42.53450439
798	42.60651629
799	42.55319149
800	42.50000000
801	42.44694132
802	42.51870324
803	42.59028643
804	42.53731343
805	42.60869565
806	42.55583127
807	42.50309789
808	42.45049505
809	42.39802225
810	42.46913580
811	42.54007398
812	42.48768473
813	42.55842558
814	42.62899263
815	42.57668712
816	42.52450980
817	42.47246022
818	42.54278729
819	42.49084249
820	42.43902439
821	42.50913520
822	42.45742092
823	42.52733900
824	42.47572816
825	42.42424242
826	42.49394673
827	42.44256348
828	42.51207729
829	42.46079614
830	42.53012048
831	42.47894103
832	42.54807692
833	42.49699880
834	42.44604317
835	42.39520958
836	42.34449761
837	42.41338112
838	42.36276850
839	42.31227652
840	42.38095238
841	42.33055886
842	42.28028504
843	42.23013049
844	42.29857820
845	42.24852071
846	42.31678487
847	42.26682409
848	42.21698113
849	42.16725559
850	42.23529412
851	42.18566392
852	42.25352113
853	42.32121923
854	42.27166276
855	42.33918129
856	42.40654206
857	42.35705951
858	42.30769231
859	42.25844005
860	42.32558140
861	42.39256678
862	42.34338747
863	42.41019699
864	42.36111111
865	42.31213873
866	42.37875289
867	42.44521338
868	42.39631336
869	42.34752589
870	42.41379310
871	42.36509759
872	42.31651376
873	42.38258877
874	42.44851259
875	42.40000000
876	42.35159817
877	42.30330673
878	42.25512528
879	42.20705347
880	42.27272727
881	42.22474461
882	42.29024943
883	42.24235561
884	42.19457014
885	42.25988701
886	42.21218962
887	42.16459977
888	42.11711712
889	42.18222722
890	42.24719101
891	42.31200898
892	42.37668161
893	42.44120941
894	42.39373602
895	42.45810056
896	42.41071429
897	42.47491639
898	42.42761693
899	42.49165740
900	42.55555556
901	42.61931188
902	42.57206208
903	42.63565891
904	42.69911504
905	42.65193370
906	42.60485651
907	42.55788313
908	42.51101322
909	42.46424642
910	42.52747253
911	42.48079034
912	42.54385965
913	42.49726177
914	42.56017505
915	42.51366120
916	42.46724891
917	42.42093784
918	42.37472767
919	42.43743199
920	42.39130435
921	42.34527687
922	42.29934924
923	42.36186349
924	42.31601732
925	42.37837838
926	42.33261339
927	42.28694714
928	42.24137931
929	42.19590958
930	42.25806452
931	42.21267454
932	42.27467811
933	42.33654877
934	42.29122056
935	42.35294118
936	42.30769231
937	42.36926361
938	42.43070362
939	42.49201278
940	42.44680851
941	42.50797024
942	42.56900212
943	42.52386002
944	42.58474576
945	42.53968254
946	42.60042283
947	42.66103485
948	42.61603376
949	42.67650158
950	42.73684211
951	42.79705573
952	42.75210084
953	42.70724029
954	42.66247379
955	42.72251309
956	42.67782427
957	42.63322884
958	42.58872651
959	42.54431700
960	42.50000000
961	42.55983351
962	42.51559252
963	42.47144341
964	42.53112033
965	42.48704663
966	42.44306418
967	42.39917270
968	42.35537190
969	42.41486068
970	42.37113402
971	42.32749743
972	42.28395062
973	42.34326824
974	42.29979466
975	42.35897436
976	42.41803279
977	42.47697032
978	42.43353783
979	42.39019408
980	42.44897959
981	42.50764526
982	42.56619145
983	42.52288911
984	42.58130081
985	42.53807107
986	42.49492901
987	42.45187437
988	42.40890688
989	42.36602629
990	42.32323232
991	42.28052472
992	42.23790323
993	42.19536757
994	42.25352113
995	42.31155779
996	42.26907631
997	42.22668004
998	42.18436874
999	42.14214214
1000	42.10000000
1001	42.05794206
1002	42.11576846
1003	42.17347956
1004	42.13147410
1005	42.18905473
1006	42.24652087
1007	42.20456802
1008	42.26190476
1009	42.31912785
1010	42.27722772
1011	42.23541048
1012	42.19367589
1013	42.15202369
1014	42.20907298
1015	42.16748768
1016	42.12598425
1017	42.08456244
1018	42.04322200
1019	42.00196271
1020	42.05882353
1021	42.11557297
1022	42.17221135
1023	42.22873900
1024	42.18750000
1025	42.14634146
1026	42.10526316
1027	42.06426485
1028	42.02334630
1029	41.98250729
1030	42.03883495
1031	41.99806014
1032	42.05426357
1033	42.01355276
1034	41.97292070
1035	42.02898551
1036	41.98841699
1037	42.04435873
1038	42.10019268
1039	42.15591915
1040	42.21153846
1041	42.17098943
1042	42.13051823
1043	42.09012464
1044	42.04980843
1045	42.00956938
1046	41.96940727
1047	41.92932187
1048	41.88931298
1049	41.94470925
1050	42.00000000
1051	41.96003806
1052	41.92015209
1053	41.88034188
1054	41.84060721
1055	41.89573460
1056	41.95075758
1057	41.91106906
1058	41.87145558
1059	41.92634561
1060	41.98113208
1061	42.03581527
1062	42.09039548
1063	42.14487300
1064	42.10526316
1065	42.15962441
1066	42.12007505
1067	42.17432052
1068	42.13483146
1069	42.09541628
1070	42.14953271
1071	42.20354809
1072	42.25746269
1073	42.31127679
1074	42.36499069
1075	42.41860465
1076	42.37918216
1077	42.43268338
1078	42.48608534
1079	42.53938832
1080	42.59259259
1081	42.64569843
1082	42.60628466
1083	42.56694367
1084	42.61992620
1085	42.58064516
1086	42.54143646
1087	42.50229991
1088	42.46323529
1089	42.51606979
1090	42.56880734
1091	42.52978918
1092	42.58241758
1093	42.63494968
1094	42.68738574
1095	42.73972603
1096	42.79197080
1097	42.84412033
1098	42.80510018
1099	42.76615105
1100	42.81818182
1101	42.87011807
1102	42.92196007
1103	42.88304624
1104	42.84420290
1105	42.80542986
1106	42.76672694
1107	42.72809395
1108	42.68953069
1109	42.74120830
1110	42.70270270
1111	42.66426643
1112	42.62589928
1113	42.67744834
1114	42.72890485
1115	42.78026906
1116	42.83154122
1117	42.79319606
1118	42.84436494
1119	42.80607685
1120	42.76785714
1121	42.72970562
1122	42.78074866
1123	42.74265361
1124	42.79359431
1125	42.75555556
1126	42.80639432
1127	42.85714286
1128	42.90780142
1129	42.86979628
1130	42.83185841
1131	42.79398762
1132	42.75618375
1133	42.80670786
1134	42.85714286
1135	42.81938326
1136	42.78169014
1137	42.74406332
1138	42.70650264
1139	42.75680421
1140	42.80701754
1141	42.85714286
1142	42.81961471
1143	42.86964129
1144	42.83216783
1145	42.79475983
1146	42.84467714
1147	42.80732345
1148	42.77003484
1149	42.73281114
1150	42.78260870
1151	42.83231972
1152	42.88194444
1153	42.84475282
1154	42.80762565
1155	42.85714286
1156	42.90657439
1157	42.95592048
1158	42.91882556
1159	42.88179465
1160	42.93103448
1161	42.98018949
1162	42.94320138
1163	42.90627687
1164	42.86941581
1165	42.91845494
1166	42.96740995
1167	42.93059126
1168	42.89383562
1169	42.94268606
1170	42.90598291
1171	42.95473954
1172	43.00341297
1173	43.05200341
1174	43.01533220
1175	43.06382979
1176	43.02721088
1177	42.99065421
1178	42.95415959
1179	42.91772689
1180	42.96610169
1181	42.92972058
1182	42.89340102
1183	42.85714286
1184	42.90540541
1185	42.86919831
1186	42.83305228
1187	42.79696714
1188	42.76094276
1189	42.72497897
1190	42.77310924
1191	42.73719563
1192	42.78523490
1193	42.74937133
1194	42.71356784
1195	42.67782427
1196	42.72575251
1197	42.77360067
1198	42.82136895
1199	42.78565471
1200	42.83333333
1201	42.79766861
1202	42.76206323
1203	42.80964256
1204	42.85714286
1205	42.90456432
1206	42.86898839
1207	42.83347142
1208	42.79801325
1209	42.76261373
1210	42.72727273
1211	42.69199009
1212	42.65676568
1213	42.62159934
1214	42.66886326
1215	42.63374486
1216	42.68092105
1217	42.64585045
1218	42.61083744
1219	42.57588187
1220	42.62295082
1221	42.58804259
1222	42.63502455
1223	42.68192968
1224	42.64705882
1225	42.61224490
1226	42.65905383
1227	42.62428688
1228	42.67100977
1229	42.63628967
1230	42.60162602
1231	42.56701868
1232	42.61363636
1233	42.66017843
1234	42.70664506
1235	42.67206478
1236	42.71844660
1237	42.68391269
1238	42.64943457
1239	42.61501211
1240	42.66129032
1241	42.70749396
1242	42.67310789
1243	42.71922767
1244	42.76527331
1245	42.81124498
1246	42.77688604
1247	42.82277466
1248	42.78846154
1249	42.83426741
1250	42.80000000
1251	42.84572342
1252	42.89137380
1253	42.85714286
1254	42.82296651
1255	42.78884462
1256	42.75477707
1257	42.80031822
1258	42.84578696
1259	42.89118348
1260	42.85714286
1261	42.82315623
1262	42.86846276
1263	42.91369755
1264	42.95886076
1265	43.00395257
1266	43.04897314
1267	43.01499605
1268	43.05993691
1269	43.02600473
1270	42.99212598
1271	43.03697876
1272	43.00314465
1273	42.96936371
1274	42.93563579
1275	42.90196078
1276	42.94670846
1277	42.91307753
1278	42.95774648
1279	42.92415950
1280	42.89062500
1281	42.85714286
1282	42.90171607
1283	42.86827747
1284	42.91277259
1285	42.95719844
1286	42.92379471
1287	42.96814297
1288	43.01242236
1289	42.97905353
1290	43.02325581
1291	42.98993029
1292	42.95665635
1293	43.00077340
1294	42.96754250
1295	43.01158301
1296	42.97839506
1297	42.94525829
1298	42.91217257
1299	42.87913780
1300	42.84615385
1301	42.81322060
1302	42.78033794
1303	42.74750576
1304	42.71472393
1305	42.68199234
1306	42.72588055
1307	42.76970161
1308	42.81345566
1309	42.78074866
1310	42.74809160
1311	42.79176201
1312	42.83536585
1313	42.80274181
1314	42.84627093
1315	42.81368821
1316	42.85714286
1317	42.82460137
1318	42.79210926
1319	42.83548143
1320	42.87878788
1321	42.84632854
1322	42.81391831
1323	42.78155707
1324	42.74924471
1325	42.71698113
1326	42.76018100
1327	42.72795780
1328	42.69578313
1329	42.73890143
1330	42.78195489
1331	42.82494365
1332	42.79279279
1333	42.83570893
1334	42.87856072
1335	42.84644195
1336	42.81437126
1337	42.85714286
1338	42.89985052
1339	42.86781180
1340	42.91044776
1341	42.87844892
1342	42.92101341
1343	42.88905436
1344	42.85714286
1345	42.82527881
1346	42.79346211
1347	42.83593170
1348	42.87833828
1349	42.84655300
1350	42.81481481
1351	42.78312361
1352	42.75147929
1353	42.71988174
1354	42.76218612
1355	42.73062731
1356	42.69911504
1357	42.74134119
1358	42.78350515
1359	42.75202355
1360	42.72058824
1361	42.68919912
1362	42.73127753
1363	42.69992663
1364	42.66862170
1365	42.63736264
1366	42.67935578
1367	42.72128749
1368	42.76315789
1369	42.73192111
1370	42.70072993
1371	42.74252371
1372	42.78425656
1373	42.82592862
1374	42.79475983
1375	42.83636364
1376	42.87790698
1377	42.84676834
1378	42.88824383
1379	42.85714286
1380	42.89855072
1381	42.93989862
1382	42.90882779
1383	42.87780188
1384	42.84682081
1385	42.88808664
1386	42.92929293
1387	42.97043980
1388	43.01152738
1389	42.98056156
1390	42.94964029
1391	42.99065421
1392	42.95977011
1393	42.92893037
1394	42.89813486
1395	42.86738351
1396	42.83667622
1397	42.87759485
1398	42.84692418
1399	42.81629736
1400	42.78571429
1401	42.75517488
1402	42.79600571
1403	42.83677833
1404	42.87749288
1405	42.91814947
1406	42.88762447
1407	42.92821606
1408	42.89772727
1409	42.86728176
1410	42.90780142
1411	42.87739192
1412	42.84702550
1413	42.88747346
1414	42.92786421
1415	42.89752650
1416	42.93785311
1417	42.97812279
1418	42.94781382
1419	42.98801973
1420	43.02816901
1421	43.06826179
1422	43.10829817
1423	43.07800422
1424	43.04775281
1425	43.08771930
1426	43.05750351
1427	43.02733006
1428	42.99719888
1429	43.03708887
1430	43.00699301
1431	42.97693920
1432	42.94692737
1433	42.98674110
1434	43.02649930
1435	42.99651568
1436	43.03621170
1437	43.07585247
1438	43.04589708
1439	43.08547603
1440	43.05555556
1441	43.02567661
1442	42.99583911
1443	43.03534304
1444	43.07479224
1445	43.11418685
1446	43.08437068
1447	43.05459572
1448	43.09392265
1449	43.06418219
1450	43.10344828
1451	43.14266023
1452	43.11294766
1453	43.15209911
1454	43.19119670
1455	43.16151203
1456	43.13186813
1457	43.10226493
1458	43.07270233
1459	43.11172036
1460	43.08219178
1461	43.05270363
1462	43.09165527
1463	43.06220096
1464	43.03278689
1465	43.00341297
1466	42.97407913
1467	43.01295160
1468	43.05177112
1469	43.09053778
1470	43.12925170
1471	43.09993202
1472	43.07065217
1473	43.04141208
1474	43.01221167
1475	42.98305085
1476	42.95392954
1477	42.99255247
1478	43.03112314
1479	43.00202840
1480	42.97297297
1481	42.94395679
1482	42.91497976
1483	42.88604181
1484	42.85714286
1485	42.89562290
1486	42.86675639
1487	42.90517821
1488	42.87634409
1489	42.91470786
1490	42.88590604
1491	42.85714286
1492	42.89544236
1493	42.86671132
1494	42.83801874
1495	42.87625418
1496	42.91443850
1497	42.95257181
1498	42.92389853
1499	42.89526351
1500	42.86666667
1501	42.90473018
1502	42.87616511
1503	42.91417166
1504	42.88563830
1505	42.92358804
1506	42.89508632
1507	42.93297943
1508	42.97082228
1509	43.00861498
1510	43.04635762
1511	43.08405030
1512	43.05555556
1513	43.02709848
1514	42.99867900
1515	42.97029703
1516	43.00791557
1517	42.97956493
1518	42.95125165
1519	42.92297564
1520	42.89473684
1521	42.93228139
1522	42.90407359
1523	42.94156271
1524	42.91338583
1525	42.88524590
1526	42.85714286
1527	42.82907662
1528	42.80104712
1529	42.77305428
1530	42.81045752
1531	42.78249510
1532	42.75456919
1533	42.72667971
1534	42.69882660
1535	42.67100977
1536	42.70833333
1537	42.68054652
1538	42.65279584
1539	42.62508122
1540	42.59740260
1541	42.56975990
1542	42.54215305
1543	42.51458198
1544	42.48704663
1545	42.52427184
1546	42.49676585
1547	42.46929541
1548	42.50645995
1549	42.47901872
1550	42.45161290
1551	42.48871696
1552	42.46134021
1553	42.43399871
1554	42.40669241
1555	42.37942122
1556	42.41645244
1557	42.45343610
1558	42.49037227
1559	42.46311738
1560	42.50000000
1561	42.47277386
1562	42.44558259
1563	42.48240563
1564	42.45524297
1565	42.49201278
1566	42.46487867
1567	42.50159541
1568	42.47448980
1569	42.44741874
1570	42.48407643
1571	42.45703374
1572	42.43002545
1573	42.40305149
1574	42.37611182
1575	42.34920635
1576	42.38578680
1577	42.42232086
1578	42.39543726
1579	42.36858771
1580	42.34177215
1581	42.31499051
1582	42.35145386
1583	42.38787113
1584	42.42424242
1585	42.39747634
1586	42.37074401
1587	42.40705734
1588	42.44332494
1589	42.41661422
1590	42.38993711
1591	42.36329353
