t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
56,20554,15106,5039,55,1921,247085813,17193182
57,20629,15097,5024,60,1921,247141011,17193182
58,20692,15018,5003,54,1921,247201030,17193182
59,20736,15105,4907,58,1921,247261105,17193182
60,20757,15098,4932,57,1921,247328007,17193182
61,20742,15099,4924,55,1921,247380651,17193182
62,20737,15119,4902,58,1921,247444131,17193182
63,20903,15019,4948,58,1921,247501869,17193182
64,20844,15106,4952,57,1921,247558332,17193182
66,20881,15120,4952,56,1921,247618438,17193182
67,20898,15124,4955,63,1921,247681885,17193182
68,20968,15106,4938,58,1921,247736748,17193182
69,20773,15106,4911,58,1921,247794954,17193182
70,20793,15098,4891,59,1921,247849599,17193182
71,20816,15096,4891,57,1921,247905704,17193182
72,20947,15099,4933,56,1921,247967520,17193182
73,21032,15121,4958,55,1921,248031309,17193182
74,21097,15098,4981,58,1921,248086272,17193182
75,21082,15120,4982,58,1921,248146922,17193182
76,21118,15098,4981,58,1921,248206227,17193182
77,21110,15099,4968,59,1921,248271797,17193182
78,21108,15122,4950,58,1921,248328331,17193182
79,21129,15098,4964,57,1921,248388650,17193182
80,21176,15100,4983,56,1921,248445450,17193182
81,21167,15120,4979,56,1921,248504406,17193182
82,21197,15096,4959,60,1921,248571104,17193182
84,21239,15102,4953,58,1921,248623822,17193182
85,21267,15081,4958,57,1921,248690130,17193182
86,21268,15105,4979,61,1921,248751122,17193182
87,21226,15093,4991,55,1921,248812195,17193182
88,21197,15083,4958,60,1921,248879660,17193182
89,21262,15080,4980,56,1921,248935928,17193182
90,21246,15082,4987,59,1921,248997489,17193182
91,21272,15082,4990,60,1921,249055238,17193182
92,21314,15004,5006,60,1921,249112969,17193182
93,21271,15090,5006,61,1921,249183827,17193182
94,21254,15081,4977,58,1921,249242123,17193182
95,21243,15103,4978,58,1921,249304220,17193182
96,21256,15079,5020,61,1921,249368432,17193182
97,21334,15082,5007,59,1921,249430554,17193182
98,21279,15081,4957,55,1921,249485482,17193182
99,21266,15095,4962,57,1921,249553164,17193182
101,21298,15119,4987,56,1921,249612178,17193182
102,21292,15119,4987,58,1921,249676398,17193182
103,21303,15119,4982,60,1921,249734834,17193182
104,21319,15095,5000,61,1921,249795831,17193182
105,21310,15097,4998,58,1921,249862342,17193182
106,21301,15096,5006,60,1921,249919110,17193182
107,21294,15120,5011,58,1921,249984454,17193182
108,21289,15096,4996,60,1921,250051304,17193182
109,21294,15096,5016,60,1921,250115429,17193182
110,21278,15107,5016,55,1921,250174746,17193182
111,21246,15084,5013,61,1921,250232563,17193182
112,21276,15085,5026,56,1921,250296761,17193182
113,21252,15094,4990,57,1921,250360075,17193182
114,21291,15097,5010,59,1921,250420017,17193182
115,21306,15097,4989,56,1921,250474463,17193182
116,21323,15094,5003,62,1921,250531235,17193182
117,21321,15097,4990,62,1921,250592937,17193182
119,21294,15119,4988,58,1921,250655980,17193182
120,21285,15096,5005,60,1921,250716421,17193182
121,21309,15098,5014,58,1921,250775863,17193182
122,21340,15096,5029,59,1921,250836322,17193182
123,21340,15097,5004,57,1921,250902554,17193182
124,21351,15093,5002,62,1921,250960281,17193182
125,21342,15119,5023,61,1921,251021406,17193182
126,21263,15096,4972,57,1921,251077900,17193182
127,21256,15097,4950,63,1921,251143527,17193182
128,21270,15096,4996,55,1921,251209556,17193182
129,21125,15097,4965,59,1921,251267588,17193182
130,20960,15097,4957,59,1921,251325377,17193182
131,20935,15098,4924,56,1921,251373281,17193182
132,21015,15097,4937,62,1921,251430954,17193182
133,21185,15120,5037,59,1921,251482974,17193182
135,21224,15143,5016,59,1921,251536004,17193182
136,21238,15097,5031,58,1921,251598880,17193182
137,21231,15098,5027,55,1921,251665514,17193182
138,21130,15097,4978,57,1921,251728753,17193182
139,21075,15121,5077,56,1921,251786596,17193182
140,21224,15096,4950,61,1921,251841613,17193182
141,21267,15098,4974,55,1921,251899505,17193182
142,21310,15098,4970,53,1921,251956176,17193182
143,21271,15098,4936,57,1921,252013172,17193182
144,21295,15120,4954,57,1921,252071616,17193182
145,21352,15098,4986,60,1921,252121679,17193182
146,5548,15069,4969,277,1921,252173706,17193182
